topic_ecosystem	module	gene_id	gene_description
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20090	vioC; violacein synthase [EC:1.14.13.224]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20248	cinI; acyl homoserine lactone synthase [EC:2.3.1.184]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20249	raiI; acyl homoserine lactone synthase [EC:2.3.1.184]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20250	cciI; acyl homoserine lactone synthase [EC:2.3.1.184]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20252	cinR; LuxR family transcriptional regulator, quorum-sensing system regulator CinR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20253	bisR; LuxR family transcriptional regulator, quorum-sensing system regulator BisR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20256	luxG; flavin reductase [EC:1.-.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20257	pqsE; 2-aminobenzoylacetyl-CoA thioesterase [EC:3.1.2.32]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20258	lecA; PA-I galactophilic lectin
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20260	phzA_B; phenazine biosynthesis protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20261	phzD; trans-2,3-dihydro-3-hydroxyanthranilic acid synthase [EC:3.3.2.15]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20262	phzG; dihydrophenazinedicarboxylate synthase [EC:1.10.3.16]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20263	fusK; two-component system, NarL family, sensor histidine kinase FusK [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20264	fusR; two-component system, NarL family, response regulator FusR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20265	gadC; glutamate:GABA antiporter
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20266	trbJ; type IV secretion system protein TrbJ
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20267	trbH; type IV secretion system protein TrbH
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20268	rhiA; rhizosphere induced protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20269	rhiB; rhizosphere induced protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20270	rhiC; rhizosphere induced protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20271	accR; DeoR family transcriptional regulator, repressor of opine catabolism and conjugal transfer
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20273	zmpA; zinc metalloprotease ZmpA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20274	zmpB; zinc metalloprotease ZmpB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20275	aidA; nematocidal protein AidA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20276	bapA; large repetitive protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20277	bcl; mannose-binding lectin
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20321	nlmA; mutacin IV
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20322	nlmB; mutacin IV
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20323	nlmC, cipB; mutacin V
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20324	nlmD; mutacin VI
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20325	fhrR; TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20326	xagA; protein XagA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20327	xagB; glycosyltransferase XagB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20328	xagC; membrane protein XagC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20329	qsmR; IclR family transcriptional regulator, positive regulator for flagellar biogenesis
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20330	toxJ; LuxR family transcriptional regulator, activator of tox operons
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20331	toxA; toxoflavin synthase [EC:2.1.1.349]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20332	toxC; toxoflavin biosynthesis protein ToxC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20333	toxD; toxoflavin biosynthesis protein ToxD
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20335	psmA1_2; phenol-soluble modulin alpha 1/2
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20336	psmA3; phenol-soluble modulin alpha 3
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20337	psmB; phenol-soluble modulin beta
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20338	rot; MarR family transcriptional regulator, global regulator for virulence
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20339	agrC2; two-component system, LytTR family, sensor histidine kinase AgrC2 [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20340	agrA2; two-component system, LytTR family, response regulator AgrA2
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20341	blpL, cipI; immunity protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20342	comR; HTH-type transcriptional regulator, regulator for ComX
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20343	blpC; peptide pheromone BlpC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20344	blpA, lagD; ATP-binding cassette, subfamily C, bacteriocin exporter
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20345	blpB; membrane fusion protein, peptide pheromone/bacteriocin exporter
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20373	rgg2; HTH-type transcriptional regulator, SHP2-responsive activator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20374	rgg3; HTH-type transcriptional regulator, SHP3-responsive repressor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20375	ropB, rgg1; HTH-type transcriptional regulator, pheromone-responsive regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20376	prgQ; peptide inhibitor iCF10
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20377	prgX; HTH-type transcriptional regulator, major conjugation operon repressor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20378	iad1; sex pheromone inhibitor iAD1
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20379	cad; sex pheromone cAD1
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20380	traA; HTH-type transcriptional regulator, pheromone-responsive repressor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20381	traE1; regulatory protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20382	asa1; aggregation substance
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20383	cylLL; CylL-L protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20384	cylLS; CylL-S protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20385	cylM; CylM protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20386	cylB; ATP-binding cassette, subfamily B, bacterial CylB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20387	cylR1; regulatory protein CylR1
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20388	cylR2; HTH-type transcriptional regulator, cytolysin regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20389	phrH; phosphatase RapH regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20390	papR; regulatory peptide PapR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20391	plcR; HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20480	nprR, nprA; HTH-type transcriptional regulator, quorum sensing regulator NprR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20481	nprX, nprRB; regulatory peptide NprX
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20482	nisA, spaS, epiA; lantibiotic bacteriocin
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20483	lanB, nisB, spaB, epiB; class I lanthipeptide synthase [EC:3.13.2.4]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20484	lanC, nisC, spaC, epiC; class I lanthipeptide synthase [EC:3.13.2.4]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20485	nisT, spaT; ATP-binding cassette, subfamily B, bacterial NisT/SpaT
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20486	nisP, epiP; lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20487	nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20488	nisR, spaR; two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20489	nisI; lantibiotic immunity protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20527	trbB; type IV secretion system protein TrbB [EC:7.4.2.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20528	trbC; type IV secretion system protein TrbC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20529	trbD; type IV secretion system protein TrbD
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20530	trbE; type IV secretion system protein TrbE [EC:7.4.2.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20531	trbF; type IV secretion system protein TrbF
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20532	trbG; type IV secretion system protein TrbG
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20533	trbI; type IV secretion system protein TrbI
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20539	blcR; IclR family transcriptional regulator, blcABC operon repressor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20540	cepR2; LuxR family transcriptional regulator, quorum-sensing system regulator CepR2
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20552	ler; transcriptional regulator of LEE operons
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20554	rnaIII; small regulatory RNA RNAIII
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20555	trbK; type IV secretion system protein TrbK
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K22954	luxI; acyl homoserine lactone synthase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K22955	traI, avsI; acyl homoserine lactone synthase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K22956	expI, esaI; acyl homoserine lactone synthase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K22957	cviI; acyl homoserine lactone synthase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K22968	sinI, avsI; acyl homoserine lactone synthase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K23133	comC; competence-stimulating peptide
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K25873	raiR; LuxR family transcriptional regulator, quorum-sensing system regulator RaiR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01768	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02657	pilG; twitching motility two-component system response regulator PilG
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02658	pilH; twitching motility two-component system response regulator PilH
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02659	pilI; twitching motility protein PilI
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02660	pilJ; twitching motility protein PilJ
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03563	csrA; carbon storage regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03651	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06596	chpA; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06598	chpC; chemosensory pili system protein ChpC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07689	uvrY, gacA, varA; two-component system, NarL family, invasion response regulator UvrY
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11444	wspR; two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11890	impM; type VI secretion system protein ImpM
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11891	impL, vasK, icmF; type VI secretion system protein ImpL
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11893	impJ, vasE; type VI secretion system protein ImpJ
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11895	impH, vasB; type VI secretion system protein ImpH
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11900	impC; type VI secretion system protein ImpC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11901	impB; type VI secretion system protein ImpB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11902	impA; type VI secretion system protein ImpA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11903	hcp; type VI secretion system secreted protein Hcp
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11907	vasG, clpV; type VI secretion system protein VasG
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11912	ppkA; serine/threonine-protein kinase PpkA [EC:2.7.11.1]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11913	fha1; type VI secretion system protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11915	stp1, pppA; serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13487	wspA; methyl-accepting chemotaxis protein WspA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13488	wspB; chemotaxis-related protein WspB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13489	wspD; chemotaxis-related protein WspD
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13491	wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K16011	algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K19291	alg44; mannuronan synthase [EC:2.4.1.33]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20968	exsA; AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20969	rsmY; small regulatory RNA RsmY
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20970	rsmZ; small regulatory RNA RsmZ
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20971	ladS; two-component system, sensor histidine kinase LadS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20972	retS; two-component system, sensor histidine kinase RetS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20973	sagS; two-component system, sensor histidine kinase SagS [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20974	K20974; two-component system, sensor histidine kinase [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20975	K20975; two-component system, sensor histidine kinase [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20976	hptB; histidine phosphotransfer protein HptB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20977	hsbR; two-component system, HptB-dependent secretion and biofilm response regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20978	hsbA; HptB-dependent secretion and biofilm anti anti-sigma factor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20987	pslD; polysaccharide biosynthesis/export protein PslD
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20997	pslA; polysaccharide biosynthesis protein PslA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20998	pslE; polysaccharide biosynthesis protein PslE
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20999	pslF; polysaccharide biosynthesis protein PslF
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21000	pslG; polysaccharide biosynthesis protein PslG
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21001	pslH; polysaccharide biosynthesis protein PslH
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21002	pslI; polysaccharide biosynthesis protein PslI
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21003	pslJ; polysaccharide biosynthesis protein PslJ
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21004	pslK; polysaccharide biosynthesis protein PslK
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21005	pslL; polysaccharide biosynthesis protein PslL
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21008	pelC; polysaccharide biosynthesis protein PelC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21019	sadC; diguanylate cyclase [EC:2.7.7.65]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21020	siaD; diguanylate cyclase [EC:2.7.7.65]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21021	tpbB; diguanylate cyclase [EC:2.7.7.65]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21022	roeA; diguanylate cyclase [EC:2.7.7.65]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21024	bifA; c-di-GMP phosphodiesterase [EC:3.1.4.52]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21025	fimX; multidomain signaling protein FimX
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K23127	fimW; cyclic-di-GMP-binding protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K25205	pslC; polysaccharide biosynthesis protein PslC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00895	pfp; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01084	G6PC; glucose-6-phosphatase [EC:3.1.3.9]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01085	agp; glucose-1-phosphatase [EC:3.1.3.10]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01568	PDC; pyruvate decarboxylase [EC:4.1.1.1]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01596	E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01610	pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01622	fbp; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01689	ENO1_2_3, eno; enolase 1/2/3 [EC:4.2.1.11]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01834	PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01837	BPGM; bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01895	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01905	acdA; acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01913	AAE7, ACN1; acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03103	MINPP1; multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06859	pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11645	fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12957	ahr; alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14028	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14029	mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15633	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15634	gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15635	apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15778	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15779	PGM2; phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15916	pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K16305	K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K16306	K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20866	yihX; glucose-1-phosphatase [EC:3.1.3.10]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21071	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K22224	acdB; acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K24012	acdAB; acetate---CoA ligase (ADP-forming)
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K27394	ENO4; enolase 4
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K28849	gpm2; fructose-bisphosphatase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00233	frdA, fdrA; succinate dehydrogenase flavoprotein subunit
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01616	kgd; multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01647	CS, gltA; citrate synthase [EC:2.3.3.1]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01648	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01659	prpC; 2-methylcitrate synthase [EC:2.3.3.5]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01675	fumD; fumarate hydratase D
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01774	fumE; fumarate hydratase E
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01899	LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01900	LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01958	PC, pyc; pyruvate carboxylase [EC:6.4.1.1]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K05942	E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15230	aclA; ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15231	aclB; ATP-citrate lyase beta-subunit [EC:2.3.3.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K17753	HICDH; isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18118	aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18859	sdhD, frdD; succinate dehydrogenase subunit D
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K25801	SDH4; succinate dehydrogenase (ubiquinone) subunit 4
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K25995	frdB, fdrB; succinate dehydrogenase iron-sulfur subunit
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K25996	frdC, fdrC; succinate dehydrogenase subunit C
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K26318	fccA, fcc3; fumarate reductase (cytochrome)
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K27797	MCSA; 2-methylcitrate synthase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K27802	acnA; aconitate hydratase A / 2-methylisocitrate dehydratase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10555	LsrB; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01497	ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
